"Story","Title","Result","Date","Stability","Duration (s)"
"Add new student","Try to add a student already present in the default list","ERROR","2020-10-05T16:37:26.062-03:00[America/Sao_Paulo]","0.0","60.78"
"Add new student","Try to add the same student twice only changing the code to uppercase","ERROR","2020-10-05T16:38:58.993-03:00[America/Sao_Paulo]","0.0","63.53"
